iso3,country,region,mode_id,values,bin,cat,yrs
SGP,Singapore,Asia,A06,1,FALSE,TRUE,FALSE
SGP,Singapore,Asia,A06a,3,FALSE,TRUE,FALSE
SGP,Singapore,Asia,A06a,10,FALSE,FALSE,TRUE
SGP,Singapore,Asia,A06b,3,FALSE,TRUE,FALSE
SGP,Singapore,Asia,A06c,2,FALSE,TRUE,FALSE
SGP,Singapore,Asia,A06e,3,FALSE,TRUE,FALSE
SGP,Singapore,Asia,A08,4,FALSE,TRUE,FALSE
SGP,Singapore,Asia,A09,2,FALSE,TRUE,FALSE
SGP,Singapore,Asia,A10,2,FALSE,TRUE,FALSE
SGP,Singapore,Asia,A12a,1,FALSE,TRUE,FALSE
SGP,Singapore,Asia,A26,1,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A01a,1,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A01b,1,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A06,1,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A06a,2,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A06a,5,FALSE,FALSE,TRUE
SLB,Solomon Islands,Oceania,A06c,2,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A06d,1,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A06e,3,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A08,1,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A11,1,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A14,1,FALSE,TRUE,FALSE
SLB,Solomon Islands,Oceania,A16,1,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A01a,5,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A01b,5,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A02b,4,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A05,3,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A06,1,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A06a,4,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A06a,15,FALSE,FALSE,TRUE
SLE,Sierra Leone,Africa,A06c,2,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A06e,3,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A06f,1,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A08,3,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A09,2,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A12b,2,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A16,2,FALSE,TRUE,FALSE
SLE,Sierra Leone,Africa,A19,1,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A01b,1,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A02a,1,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A06,1,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A06a,2,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A06a,5,FALSE,FALSE,TRUE
SLV,El Salvador,Americas,A06e,3,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A08,2,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A16,1,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A18,2,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A22,1,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A23,1,FALSE,TRUE,FALSE
SLV,El Salvador,Americas,A24,1,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A01a,4,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A01b,4,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A03a,1,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A06,1,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A06a,3,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A06a,7,FALSE,FALSE,TRUE
SOM,Somalia,Africa,A06b,3,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A06e,3,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A08,3,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A13,3,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A14,2,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A16,1,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A19,1,FALSE,TRUE,FALSE
SOM,Somalia,Africa,A24,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A01a,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A01b,2,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A03a,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A03b,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A05,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A06,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A06a,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A06a,3,FALSE,FALSE,TRUE
SRB,Serbia,Europe,A06b,3,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A08,2,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A10,2,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A12a,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A13,2,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A14,2,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A16,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A19,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A22,1,FALSE,TRUE,FALSE
SRB,Serbia,Europe,A24,1,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A01a,1,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A01b,1,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A03a,2,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A06,1,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A06a,3,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A06a,10,FALSE,FALSE,TRUE
SSD,South Sudan,Africa,A06e,1,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A08,2,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A19,1,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A21,1,FALSE,TRUE,FALSE
SSD,South Sudan,Africa,A24,1,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A01a,1,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A01b,6,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A02a,2,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A03a,2,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A03b,1,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A06,1,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A06a,2,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A06a,5,FALSE,FALSE,TRUE
STP,Sao Tome and Principe,Africa,A06c,2,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A06d,1,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A06e,1,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A06f,1,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A08,1,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A10,1,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A14,2,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A16,2,FALSE,TRUE,FALSE
STP,Sao Tome and Principe,Africa,A24,1,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A01a,1,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A01b,1,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A03a,1,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A03b,1,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A04,2,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A05,2,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A06,1,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A06a,2,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A06a,5,FALSE,FALSE,TRUE
SUR,Suriname,Americas,A07,2,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A08,2,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A10,2,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A14,2,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A16,2,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A19,1,FALSE,TRUE,FALSE
SUR,Suriname,Americas,A24,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A01a,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A01b,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A03a,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A03b,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A05,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A06,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A06a,3,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A06a,8,FALSE,FALSE,TRUE
SVK,Slovakia,Europe,A06c,2,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A06e,2,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A06f,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A07,2,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A08,2,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A09,2,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A10,2,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A14,2,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A16,2,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A19,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A22,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A23,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A24,1,FALSE,TRUE,FALSE
SVK,Slovakia,Europe,A26,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A01a,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A01b,2,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A03a,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A03b,3,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A05,2,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A06,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A06a,3,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A06a,10,FALSE,FALSE,TRUE
SVN,Slovenia,Europe,A06b,3,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A06c,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A06e,3,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A06f,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A07,3,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A08,2,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A10,2,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A12a,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A14,2,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A22,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A23,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A24,1,FALSE,TRUE,FALSE
SVN,Slovenia,Europe,A26,1,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A01a,1,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A01b,1,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A03a,1,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A03b,2,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A04,2,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A06,1,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A06a,2,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A06a,5,FALSE,FALSE,TRUE
SWE,Sweden,Europe,A06e,3,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A07,2,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A08,1,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A09,2,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A10,2,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A14,2,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A16,1,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A18,2,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A22,1,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A23,1,FALSE,TRUE,FALSE
SWE,Sweden,Europe,A24,1,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A01a,4,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A01b,6,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A03a,2,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A06,1,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A06a,3,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A06a,5,FALSE,FALSE,TRUE
SWZ,Swaziland,Africa,A06c,2,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A06f,1,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A08,3,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A10,2,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A12b,2,FALSE,TRUE,FALSE
SWZ,Swaziland,Africa,A19,1,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A01a,1,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A01b,1,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A06a,99,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A06a,99,FALSE,FALSE,TRUE
SYC,Seychelles,Africa,A06b,99,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A06c,99,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A06d,99,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A06e,99,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A06f,99,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A07,3,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A08,2,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A10,2,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A16,2,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A19,1,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A24,1,FALSE,TRUE,FALSE
SYC,Seychelles,Africa,A26,1,FALSE,TRUE,FALSE
SYR,Syria,Asia,A01a,4,FALSE,TRUE,FALSE
SYR,Syria,Asia,A01b,4,FALSE,TRUE,FALSE
SYR,Syria,Asia,A03a,1,FALSE,TRUE,FALSE
SYR,Syria,Asia,A03b,1,FALSE,TRUE,FALSE
SYR,Syria,Asia,A06,1,FALSE,TRUE,FALSE
SYR,Syria,Asia,A06a,2,FALSE,TRUE,FALSE
SYR,Syria,Asia,A06a,5,FALSE,FALSE,TRUE
SYR,Syria,Asia,A06c,2,FALSE,TRUE,FALSE
SYR,Syria,Asia,A06e,2,FALSE,TRUE,FALSE
SYR,Syria,Asia,A06f,1,FALSE,TRUE,FALSE
SYR,Syria,Asia,A08,3,FALSE,TRUE,FALSE
SYR,Syria,Asia,A09,1,FALSE,TRUE,FALSE
SYR,Syria,Asia,A13,4,FALSE,TRUE,FALSE
SYR,Syria,Asia,A14,2,FALSE,TRUE,FALSE
SYR,Syria,Asia,A16,1,FALSE,TRUE,FALSE
SYR,Syria,Asia,A18,2,FALSE,TRUE,FALSE
SYR,Syria,Asia,A24,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A01a,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A01b,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A02a,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A03a,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A03b,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A06,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A06a,4,FALSE,TRUE,FALSE
TCD,Chad,Africa,A06a,15,FALSE,FALSE,TRUE
TCD,Chad,Africa,A06e,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A06f,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A08,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A10,2,FALSE,TRUE,FALSE
TCD,Chad,Africa,A14,2,FALSE,TRUE,FALSE
TCD,Chad,Africa,A16,2,FALSE,TRUE,FALSE
TCD,Chad,Africa,A20,1,FALSE,TRUE,FALSE
TCD,Chad,Africa,A24,1,FALSE,TRUE,FALSE
TGO,Togo,Africa,A01a,1,FALSE,TRUE,FALSE
TGO,Togo,Africa,A01b,1,FALSE,TRUE,FALSE
TGO,Togo,Africa,A02b,2,FALSE,TRUE,FALSE
TGO,Togo,Africa,A03a,2,FALSE,TRUE,FALSE
TGO,Togo,Africa,A03b,1,FALSE,TRUE,FALSE
TGO,Togo,Africa,A06,1,FALSE,TRUE,FALSE
TGO,Togo,Africa,A06a,2,FALSE,TRUE,FALSE
TGO,Togo,Africa,A06a,5,FALSE,FALSE,TRUE
TGO,Togo,Africa,A06b,3,FALSE,TRUE,FALSE
TGO,Togo,Africa,A06c,2,FALSE,TRUE,FALSE
TGO,Togo,Africa,A06e,2,FALSE,TRUE,FALSE
TGO,Togo,Africa,A06f,1,FALSE,TRUE,FALSE
TGO,Togo,Africa,A08,6,FALSE,TRUE,FALSE
TGO,Togo,Africa,A14,2,FALSE,TRUE,FALSE
TGO,Togo,Africa,A16,2,FALSE,TRUE,FALSE
TGO,Togo,Africa,A20,1,FALSE,TRUE,FALSE
TGO,Togo,Africa,A23,1,FALSE,TRUE,FALSE
TGO,Togo,Africa,A24,1,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A01a,1,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A01b,2,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A03a,1,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A03b,3,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A04,2,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A06,1,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A06a,2,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A06a,5,FALSE,FALSE,TRUE
TJK,Tajikistan,Asia,A06b,2,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A06c,2,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A06e,1,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A09,1,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A10,1,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A14,2,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A16,1,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A23,1,FALSE,TRUE,FALSE
TJK,Tajikistan,Asia,A24,1,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A01a,1,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A01b,2,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A03a,2,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A03b,3,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A04,2,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A06,1,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A06a,2,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A06a,5,FALSE,FALSE,TRUE
TKM,Turkmenistan,Asia,A06c,2,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A06e,1,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A06f,1,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A10,2,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A11,1,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A14,2,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A16,1,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A19,1,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A22,1,FALSE,TRUE,FALSE
TKM,Turkmenistan,Asia,A24,1,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A01a,1,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A01b,1,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A02b,1,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A03a,1,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A03b,3,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A05,2,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A06,1,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A06a,3,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A06a,10,FALSE,FALSE,TRUE
TLS,East Timor,Asia,A06c,2,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A06d,1,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A06f,1,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A08,2,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A10,1,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A14,2,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A16,2,FALSE,TRUE,FALSE
TLS,East Timor,Asia,A24,1,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A01a,1,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A01b,1,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A06,1,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A06a,2,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A06a,5,FALSE,FALSE,TRUE
TON,Tonga,Oceania,A06c,2,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A06e,3,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A08,1,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A14,2,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A16,1,FALSE,TRUE,FALSE
TON,Tonga,Oceania,A26,1,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A01b,6,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A02a,1,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A04,1,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A06,1,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A06a,3,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A06a,5,FALSE,FALSE,TRUE
TTO,Trinidad and Tobago,Americas,A06c,2,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A06d,1,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A06e,3,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A07,2,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A10,2,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A12b,1,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A16,2,FALSE,TRUE,FALSE
TTO,Trinidad and Tobago,Americas,A18,2,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A01a,1,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A01b,1,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A02b,2,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A03a,1,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A03b,3,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A06,1,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A06a,2,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A06a,5,FALSE,FALSE,TRUE
TUN,Tunisia,Africa,A06c,2,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A06e,2,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A06f,1,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A08,1,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A10,2,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A14,2,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A16,1,FALSE,TRUE,FALSE
TUN,Tunisia,Africa,A24,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A01a,3,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A01b,3,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A03a,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A03b,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A04,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A06,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A06a,2,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A06a,5,FALSE,FALSE,TRUE
TUR,Turkey,Asia,A06c,2,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A06e,3,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A06f,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A08,2,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A09,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A10,2,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A14,2,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A16,2,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A18,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A19,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A23,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A24,1,FALSE,TRUE,FALSE
TUR,Turkey,Asia,A26,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A01b,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A02a,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A03a,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A06,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A06a,3,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A06a,7,FALSE,FALSE,TRUE
TUV,Tuvalu,Oceania,A06d,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A06e,3,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A06f,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A08,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A10,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A16,1,FALSE,TRUE,FALSE
TUV,Tuvalu,Oceania,A25,3,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A01a,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A01b,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A03a,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A03b,3,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A05,2,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A06,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A06a,2,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A06a,5,FALSE,FALSE,TRUE
