iso3,country,region,mode_id,values,bin,cat,yrs
TWN,Taiwan,Asia,A06b,2,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A06c,2,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A06d,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A06e,2,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A06f,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A08,2,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A09,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A10,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A11,2,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A12b,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A14,2,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A16,2,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A21,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A24,1,FALSE,TRUE,FALSE
TWN,Taiwan,Asia,A26,1,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A01b,6,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A02a,1,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A06,1,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A06a,3,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A06a,7,FALSE,FALSE,TRUE
TZA,Tanzania,Africa,A06b,3,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A06c,2,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A06e,3,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A06f,1,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A08,3,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A09,2,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A12b,2,FALSE,TRUE,FALSE
TZA,Tanzania,Africa,A16,2,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A01a,5,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A01b,5,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A02a,3,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A03a,2,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A06,1,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A06a,3,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A06a,10,FALSE,FALSE,TRUE
UGA,Uganda,Africa,A06c,3,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A06e,3,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A08,1,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A10,2,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A12b,3,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A16,2,FALSE,TRUE,FALSE
UGA,Uganda,Africa,A21,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A01a,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A01b,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A03a,2,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A03b,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A04,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A05,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A06,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A06a,2,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A06a,5,FALSE,FALSE,TRUE
UKR,Ukraine,Europe,A06b,3,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A06c,2,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A06d,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A06e,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A06f,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A07,2,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A08,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A09,2,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A10,2,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A12b,2,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A16,2,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A19,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A22,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A23,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A24,1,FALSE,TRUE,FALSE
UKR,Ukraine,Europe,A25,2,FALSE,TRUE,FALSE
URY,Uruguay,Americas,A01b,6,FALSE,TRUE,FALSE
URY,Uruguay,Americas,A02a,1,FALSE,TRUE,FALSE
URY,Uruguay,Americas,A06a,99,FALSE,TRUE,FALSE
URY,Uruguay,Americas,A06a,99,FALSE,FALSE,TRUE
URY,Uruguay,Americas,A06b,99,FALSE,TRUE,FALSE
URY,Uruguay,Americas,A06c,99,FALSE,TRUE,FALSE
URY,Uruguay,Americas,A06d,99,FALSE,TRUE,FALSE
URY,Uruguay,Americas,A06e,99,FALSE,TRUE,FALSE
URY,Uruguay,Americas,A06f,99,FALSE,TRUE,FALSE
USA,United States of America,Americas,A01b,6,FALSE,TRUE,FALSE
USA,United States of America,Americas,A02a,1,FALSE,TRUE,FALSE
USA,United States of America,Americas,A03a,2,FALSE,TRUE,FALSE
USA,United States of America,Americas,A04,1,FALSE,TRUE,FALSE
USA,United States of America,Americas,A06,1,FALSE,TRUE,FALSE
USA,United States of America,Americas,A06a,2,FALSE,TRUE,FALSE
USA,United States of America,Americas,A06a,5,FALSE,FALSE,TRUE
USA,United States of America,Americas,A06c,3,FALSE,TRUE,FALSE
USA,United States of America,Americas,A06d,2,FALSE,TRUE,FALSE
USA,United States of America,Americas,A06e,3,FALSE,TRUE,FALSE
USA,United States of America,Americas,A08,2,FALSE,TRUE,FALSE
USA,United States of America,Americas,A10,2,FALSE,TRUE,FALSE
USA,United States of America,Americas,A21,1,FALSE,TRUE,FALSE
USA,United States of America,Americas,A25,2,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A01a,1,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A01b,2,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A03a,1,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A03b,3,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A04,2,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A06,1,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A06a,2,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A06a,5,FALSE,FALSE,TRUE
UZB,Uzbekistan,Asia,A06b,3,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A06e,1,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A06f,1,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A10,2,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A14,2,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A16,1,FALSE,TRUE,FALSE
UZB,Uzbekistan,Asia,A24,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A01b,6,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A02a,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A04,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A06,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A06a,3,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A06a,7,FALSE,FALSE,TRUE
VCT,Saint Vincent and the Grenadines,Americas,A06b,3,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A06c,2,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A06d,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A06e,3,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A08,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A09,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A10,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A12b,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A13,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A16,2,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A18,2,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A22,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A23,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A24,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A25,1,FALSE,TRUE,FALSE
VCT,Saint Vincent and the Grenadines,Americas,A26,1,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A01b,6,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A02a,1,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A06,1,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A06a,3,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A06a,10,FALSE,FALSE,TRUE
VEN,Venezuela,Americas,A08,1,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A09,1,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A16,2,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A18,2,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A22,1,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A23,1,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A24,1,FALSE,TRUE,FALSE
VEN,Venezuela,Americas,A25,3,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A01a,2,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A01b,2,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A03a,1,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A03b,3,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A06,1,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A06a,2,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A06a,5,FALSE,FALSE,TRUE
VNM,Vietnam,Asia,A06b,3,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A06c,2,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A06d,1,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A06f,1,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A08,1,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A09,1,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A10,2,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A11,2,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A14,2,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A16,2,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A23,1,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A24,1,FALSE,TRUE,FALSE
VNM,Vietnam,Asia,A25,1,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A01a,1,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A01b,1,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A06,1,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A06a,3,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A06a,10,FALSE,FALSE,TRUE
VUT,Vanuatu,Oceania,A06b,3,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A06c,3,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A06d,2,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A06e,2,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A06f,1,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A08,2,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A10,2,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A13,1,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A14,1,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A16,1,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A24,1,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A25,3,FALSE,TRUE,FALSE
VUT,Vanuatu,Oceania,A26,1,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A01a,1,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A01b,6,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A03b,1,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A06,1,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A06a,2,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A06a,5,FALSE,FALSE,TRUE
WSM,Samoa,Oceania,A06d,1,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A06e,3,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A06f,1,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A08,2,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A11,3,FALSE,TRUE,FALSE
WSM,Samoa,Oceania,A26,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A01a,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A01b,2,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A02a,2,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A03a,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A03b,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A06,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A06a,2,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A06a,5,FALSE,FALSE,TRUE
XKX,Kosovo,Europe,A06c,2,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A06d,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A06f,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A08,2,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A10,2,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A12a,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A13,2,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A14,2,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A16,2,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A22,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A23,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A24,1,FALSE,TRUE,FALSE
XKX,Kosovo,Europe,A26,1,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A01a,1,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A01b,1,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A02b,2,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A03a,1,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A05,1,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A06a,99,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A06a,99,FALSE,FALSE,TRUE
YEM,Yemen,Asia,A06b,99,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A06c,99,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A06d,99,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A06e,99,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A06f,99,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A08,3,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A13,3,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A14,2,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A16,2,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A19,1,FALSE,TRUE,FALSE
YEM,Yemen,Asia,A24,1,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A01a,1,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A01b,1,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A03b,1,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A05,1,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A06,1,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A06a,2,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A06a,5,FALSE,FALSE,TRUE
ZAF,South Africa,Africa,A06c,2,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A06d,1,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A06e,3,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A08,2,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A10,1,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A12b,3,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A16,1,FALSE,TRUE,FALSE
ZAF,South Africa,Africa,A24,1,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A01a,1,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A01b,1,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A03a,2,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A05,1,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A06,1,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A06a,3,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A06a,10,FALSE,FALSE,TRUE
ZMB,Zambia,Africa,A06e,1,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A06f,1,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A08,1,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A10,2,FALSE,TRUE,FALSE
ZMB,Zambia,Africa,A16,2,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A01a,1,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A01b,1,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A03a,2,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A06,1,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A06a,3,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A06a,10,FALSE,FALSE,TRUE
ZWE,Zimbabwe,Africa,A06b,3,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A06e,3,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A08,1,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A10,2,FALSE,TRUE,FALSE
ZWE,Zimbabwe,Africa,A11,3,FALSE,TRUE,FALSE
