id,PLACE,CODE,x,y
1,DEST,905,-92.02950187895874,58.868258853953854
1,ORIG,906,105.29537129875317,38.17193335692522
2,DEST,905,-92.02950187895874,58.868258853953854
2,ORIG,910,36.477358912825494,-4.365498802283688
3,DEST,905,-92.02950187895874,58.868258853953854
3,ORIG,911,19.46293469876507,0.618080134429524
4,DEST,905,-92.02950187895874,58.868258853953854
4,ORIG,912,14.879025774269667,25.132367145031218
5,DEST,905,-92.02950187895874,58.868258853953854
5,ORIG,913,22.52930206085962,-25.49069199974066
6,DEST,905,-92.02950187895874,58.868258853953854
6,ORIG,914,-1.185027017786411,14.740570273731379
7,DEST,905,-92.02950187895874,58.868258853953854
7,ORIG,915,-75.0748812593404,20.213399675933545
8,DEST,905,-92.02950187895874,58.868258853953854
8,ORIG,916,-99.25059976239507,21.813333918836527
9,DEST,905,-92.02950187895874,58.868258853953854
9,ORIG,920,109.91170045142307,7.941772088857937
10,DEST,905,-92.02950187895874,58.868258853953854
10,ORIG,922,43.36581432096323,28.46586015528199
11,DEST,905,-92.02950187895874,58.868258853953854
11,ORIG,923,91.8672852785351,61.12414144766984
12,DEST,905,-92.02950187895874,58.868258853953854
12,ORIG,924,13.810953941136779,63.05373118255054
13,DEST,905,-92.02950187895874,58.868258853953854
13,ORIG,925,7.291501065501533,41.48273409233311
14,DEST,905,-92.02950187895874,58.868258853953854
14,ORIG,926,3.58443058201481,46.21232467999015
15,DEST,905,-92.02950187895874,58.868258853953854
15,ORIG,927,135.97772670309692,-26.379362620775755
16,DEST,905,-92.02950187895874,58.868258853953854
16,ORIG,928,147.8884776309901,-7.761974471005169
17,DEST,905,-92.02950187895874,58.868258853953854
17,ORIG,931,-60.824576059790076,-15.245040436401197
18,DEST,905,-92.02950187895874,58.868258853953854
18,ORIG,957,-158.6724974261724,-15.28382668181221
19,DEST,905,-92.02950187895874,58.868258853953854
19,ORIG,5500,66.46885466658495,45.91209147524507
20,DEST,905,-92.02950187895874,58.868258853953854
20,ORIG,5501,70.79373792034285,27.43847094731117
21,DEST,906,105.29537129875317,38.17193335692522
21,ORIG,905,-92.02950187895874,58.868258853953854
22,DEST,906,105.29537129875317,38.17193335692522
22,ORIG,910,36.477358912825494,-4.365498802283688
23,DEST,906,105.29537129875317,38.17193335692522
23,ORIG,911,19.46293469876507,0.618080134429524
24,DEST,906,105.29537129875317,38.17193335692522
24,ORIG,912,14.879025774269667,25.132367145031218
25,DEST,906,105.29537129875317,38.17193335692522
25,ORIG,913,22.52930206085962,-25.49069199974066
26,DEST,906,105.29537129875317,38.17193335692522
26,ORIG,914,-1.185027017786411,14.740570273731379
27,DEST,906,105.29537129875317,38.17193335692522
27,ORIG,915,-75.0748812593404,20.213399675933545
28,DEST,906,105.29537129875317,38.17193335692522
28,ORIG,916,-99.25059976239507,21.813333918836527
29,DEST,906,105.29537129875317,38.17193335692522
29,ORIG,920,109.91170045142307,7.941772088857937
30,DEST,906,105.29537129875317,38.17193335692522
30,ORIG,922,43.36581432096323,28.46586015528199
31,DEST,906,105.29537129875317,38.17193335692522
31,ORIG,923,91.8672852785351,61.12414144766984
32,DEST,906,105.29537129875317,38.17193335692522
32,ORIG,924,13.810953941136779,63.05373118255054
33,DEST,906,105.29537129875317,38.17193335692522
33,ORIG,925,7.291501065501533,41.48273409233311
34,DEST,906,105.29537129875317,38.17193335692522
34,ORIG,926,3.58443058201481,46.21232467999015
35,DEST,906,105.29537129875317,38.17193335692522
35,ORIG,927,135.97772670309692,-26.379362620775755
36,DEST,906,105.29537129875317,38.17193335692522
36,ORIG,928,147.8884776309901,-7.761974471005169
37,DEST,906,105.29537129875317,38.17193335692522
37,ORIG,931,-60.824576059790076,-15.245040436401197
38,DEST,906,105.29537129875317,38.17193335692522
38,ORIG,957,-158.6724974261724,-15.28382668181221
39,DEST,906,105.29537129875317,38.17193335692522
39,ORIG,5500,66.46885466658495,45.91209147524507
40,DEST,906,105.29537129875317,38.17193335692522
40,ORIG,5501,70.79373792034285,27.43847094731117
41,DEST,910,36.477358912825494,-4.365498802283688
41,ORIG,905,-92.02950187895874,58.868258853953854
42,DEST,910,36.477358912825494,-4.365498802283688
42,ORIG,906,105.29537129875317,38.17193335692522
43,DEST,910,36.477358912825494,-4.365498802283688
43,ORIG,911,19.46293469876507,0.618080134429524
44,DEST,910,36.477358912825494,-4.365498802283688
44,ORIG,912,14.879025774269667,25.132367145031218
45,DEST,910,36.477358912825494,-4.365498802283688
45,ORIG,913,22.52930206085962,-25.49069199974066
46,DEST,910,36.477358912825494,-4.365498802283688
46,ORIG,914,-1.185027017786411,14.740570273731379
47,DEST,910,36.477358912825494,-4.365498802283688
47,ORIG,915,-75.0748812593404,20.213399675933545
48,DEST,910,36.477358912825494,-4.365498802283688
48,ORIG,916,-99.25059976239507,21.813333918836527
49,DEST,910,36.477358912825494,-4.365498802283688
49,ORIG,920,109.91170045142307,7.941772088857937
50,DEST,910,36.477358912825494,-4.365498802283688
50,ORIG,922,43.36581432096323,28.46586015528199
51,DEST,910,36.477358912825494,-4.365498802283688
51,ORIG,923,91.8672852785351,61.12414144766984
52,DEST,910,36.477358912825494,-4.365498802283688
52,ORIG,924,13.810953941136779,63.05373118255054
53,DEST,910,36.477358912825494,-4.365498802283688
53,ORIG,925,7.291501065501533,41.48273409233311
54,DEST,910,36.477358912825494,-4.365498802283688
54,ORIG,926,3.58443058201481,46.21232467999015
55,DEST,910,36.477358912825494,-4.365498802283688
55,ORIG,927,135.97772670309692,-26.379362620775755
56,DEST,910,36.477358912825494,-4.365498802283688
56,ORIG,928,147.8884776309901,-7.761974471005169
57,DEST,910,36.477358912825494,-4.365498802283688
57,ORIG,931,-60.824576059790076,-15.245040436401197
58,DEST,910,36.477358912825494,-4.365498802283688
58,ORIG,957,-158.6724974261724,-15.28382668181221
59,DEST,910,36.477358912825494,-4.365498802283688
